request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
71|high_school_psychology|2|2|0|2|0|348|289|0.8305|348|289|59|0.8305|0.1146|0.0104|0.0046|0.0444|0.0343|0.0787|348|0.1979| B|
72|high_school_geography|3|3|1|3|1|293|247|0.843|293|247|46|0.843|0.1113|0.0123|0.0036|0.0185|0.0344|0.0529|293|0.1678| D|
73|world_religions|0|0|0|||250|0|0.0|250|0|250|0.0|0.1688|0.0196|0.0|0.0717|0.0804|0.1521|250|0.3209| B|
74|miscellaneous|1|1|2|1|2|293|266|0.9078|293|266|27|0.9078|0.1066|0.0187|0.004|0.0452|0.0529|0.0981|293|0.2087| C|
75|prehistory|2|2|3|2|3|419|343|0.8186|419|343|76|0.8186|0.119|0.0124|0.0035|0.0552|0.0264|0.0816|419|0.2041| A|
76|us_foreign_policy|3|3|2|3|2|345|293|0.8493|345|293|52|0.8493|0.1129|0.0114|0.0045|0.0306|0.0523|0.0829|345|0.2003| D|
77|world_religions|0|0|0|||261|206|0.7893|261|206|55|0.7893|0.1136|0.0105|0.0|0.0647|0.0569|0.1216|261|0.2352| D|
78|high_school_psychology|1|1|0|1|0|366|290|0.7923|366|290|76|0.7923|0.119|0.0122|0.0044|0.0422|0.032|0.0742|366|0.1976| C|
79|high_school_macroeconomics|2|2|0|2|0|414|369|0.8913|414|369|45|0.8913|0.1111|0.0104|0.0039|0.0379|0.0317|0.0696|414|0.1846| B|
80|high_school_microeconomics|3|3|3|||521|386|0.7409|521|386|135|0.7409|0.135|0.0129|0.0|0.0291|0.0285|0.0576|521|0.1926| D|
81|miscellaneous|0|0|2|0|2|335|261|0.7791|335|261|74|0.7791|0.1185|0.0137|0.0042|0.0629|0.0709|0.1338|335|0.2565| D|
82|econometrics|1|1|1|||674|1|0.0015|674|1|673|0.0015|0.3249|0.0215|0.0|0.0221|0.0203|0.0424|674|0.3673| D|
83|professional_law|1|1|0|1|0|1607|1178|0.733|1607|1178|429|0.733|0.2287|0.0181|0.0036|0.0314|0.0751|0.1065|1607|0.3388| D|
84|professional_law|2|2|0|2|0|1387|1178|0.8493|1387|1178|209|0.8493|0.1563|0.0174|0.004|0.0714|0.0705|0.1419|1387|0.3022| B|
85|astronomy|3|3|1|3|1|382|338|0.8848|382|338|44|0.8848|0.1108|0.0148|0.0039|0.026|0.0412|0.0672|382|0.1819| D|
86|global_facts|0|0|2|0|2|339|275|0.8112|339|275|64|0.8112|0.1159|0.0127|0.004|0.0798|0.0734|0.1532|339|0.2731| B|
87|computer_security|2|2|2|||518|4|0.0077|518|4|514|0.0077|0.2603|0.0368|0.0|0.085|0.0622|0.1472|518|0.4075| A|
88|professional_law|1|1|0|1|0|1405|1179|0.8391|1405|1179|226|0.8391|0.1614|0.0155|0.0042|0.037|0.082|0.119|1405|0.2846| B|
89|high_school_biology|2|2|0|2|0|401|329|0.8204|401|329|72|0.8204|0.118|0.0124|0.004|0.0496|0.0767|0.1263|401|0.2483| A|
90|high_school_statistics|3|3|3|||697|1|0.0014|697|1|696|0.0014|0.3349|0.0133|0.0|0.0319|0.0308|0.0627|697|0.3976| C|
91|professional_law|3|3|0|3|0|1448|1178|0.8135|1448|1178|270|0.8135|0.175|0.0143|0.0035|0.0484|0.0738|0.1222|1448|0.3007| C|
92|high_school_psychology|0|0|0|||323|289|0.8947|323|289|34|0.8947|0.1083|0.0132|0.0|0.0699|0.0596|0.1295|323|0.2378| A|
93|machine_learning|0|0|0|||392|0|0.0|392|0|392|0.0|0.2156|0.0096|0.0|0.0439|0.0414|0.0853|392|0.3009| B|
94|college_mathematics|1|1|1|||479|0|0.0|479|0|479|0.0|0.2471|0.0124|0.0|0.0331|0.0231|0.0562|479|0.3033| C|
95|professional_law|1|1|0|1|0|1407|1177|0.8365|1407|1177|230|0.8365|0.1626|0.0126|0.0036|0.0255|0.0782|0.1037|1407|0.2699| A|
96|formal_logic|2|2|3|2|3|759|634|0.8353|759|634|125|0.8353|0.1322|0.0136|0.004|0.0672|0.0339|0.1011|759|0.2373| C|
97|sociology|3|3|1|3|1|424|329|0.7759|424|329|95|0.7759|0.1241|0.0136|0.0048|0.0361|0.0353|0.0714|424|0.2003| C|
98|professional_medicine|2|2|0|2|0|1287|1|0.0008|1287|1|1286|0.0008|0.6402|0.0145|0.0045|0.0433|0.0876|0.1309|1287|0.7756| C|
99|human_sexuality|0|0|1|0|1|380|337|0.8868|380|337|43|0.8868|0.1106|0.0126|0.0045|0.0855|0.0363|0.1218|380|0.2369| D|
100|miscellaneous|1|1|2|1|2|291|261|0.8969|291|261|30|0.8969|0.1073|0.0116|0.004|0.0455|0.0735|0.119|291|0.2303| C|
101|world_religions|2|2|0|2|0|243|207|0.8519|243|207|36|0.8519|0.1088|0.012|0.0033|0.0767|0.1118|0.1885|243|0.3006| A|
102|security_studies|3|3|1|3|1|1083|2|0.0018|1083|2|1081|0.0018|0.523|0.0221|0.0042|0.0478|0.0594|0.1072|1083|0.6344| A|
103|high_school_psychology|3|3|0|3|0|328|290|0.8841|328|290|38|0.8841|0.1093|0.0138|0.0044|0.0656|0.0787|0.1443|328|0.258| C|
104|high_school_biology|0|0|1|0|1|367|333|0.9074|367|333|34|0.9074|0.1083|0.0747|0.0034|0.0731|0.0475|0.1206|367|0.2323| D|
105|professional_accounting|1|1|3|1|3|598|465|0.7776|598|465|133|0.7776|0.1344|0.0132|0.0032|0.0374|0.0384|0.0758|598|0.2134| D|
106|high_school_physics|0|0|0|||615|1|0.0016|615|1|614|0.0016|0.3001|0.011|0.0|0.1111|0.0479|0.159|615|0.4591| C|
107|high_school_macroeconomics|2|2|0|2|0|418|368|0.8804|418|368|50|0.8804|0.1124|0.0285|0.0032|0.0423|0.0781|0.1204|418|0.236| C|
108|miscellaneous|3|3|2|3|2|330|262|0.7939|330|262|68|0.7939|0.117|0.0119|0.004|0.0375|0.0713|0.1088|330|0.2298| B|
109|computer_security|0|0|2|0|2|501|453|0.9042|501|453|48|0.9042|0.1118|0.011|0.0035|0.0794|0.0745|0.1539|501|0.2692| D|
110|high_school_microeconomics|1|1|3|1|3|468|386|0.8248|468|386|82|0.8248|0.1206|0.0133|0.0038|0.0423|0.0487|0.091|468|0.2154| B|
111|high_school_mathematics|1|1|1|||578|0|0.0|578|0|578|0.0|0.2855|0.0177|0.0|0.0542|0.052|0.1062|578|0.3917| B|
112|high_school_chemistry|2|2|3|2|3|412|387|0.9393|412|387|25|0.9393|0.1061|0.0131|0.0033|0.086|0.0452|0.1312|412|0.2406| D|
113|conceptual_physics|2|2|0|2|0|281|2|0.0071|281|2|279|0.0071|0.1779|0.0126|0.004|0.0843|0.1147|0.199|281|0.3809| B|
114|human_aging|3|3|3|||293|261|0.8908|293|261|32|0.8908|0.1078|0.012|0.0|0.0478|0.0471|0.0949|293|0.2027| A|
115|clinical_knowledge|3|3|1|3|1|290|1|0.0034|290|1|289|0.0034|0.1811|0.0154|0.0041|0.0485|0.0553|0.1038|290|0.289| B|
116|moral_disputes|0|0|0|||365|318|0.8712|365|318|47|0.8712|0.1116|0.0476|0.0|0.0905|0.0883|0.1788|365|0.2904| C|
117|moral_disputes|1|1|0|1|0|393|318|0.8092|393|318|75|0.8092|0.1188|0.0125|0.0039|0.0508|0.0667|0.1175|393|0.2402| A|
118|prehistory|2|2|3|2|3|383|343|0.8956|383|343|40|0.8956|0.1098|0.0117|0.004|0.0665|0.0396|0.1061|383|0.2199| C|
119|professional_psychology|3|3|1|3|1|388|352|0.9072|388|352|36|0.9072|0.1088|0.0139|0.0039|0.0425|0.0864|0.1289|388|0.2416| A|
120|moral_scenarios|0|0|2|0|2|615|561|0.9122|615|561|54|0.9122|0.1134|0.0325|0.0041|0.1006|0.0689|0.1695|615|0.287| C|
121|anatomy|1|1|0|1|0|410|298|0.7268|410|298|112|0.7268|0.1286|0.013|0.004|0.0566|0.1217|0.1783|410|0.3109| A|
122|conceptual_physics|2|2|0|2|0|308|243|0.789|308|243|65|0.789|0.1162|0.013|0.0041|0.0848|0.1095|0.1943|308|0.3146| A|
123|moral_scenarios|3|3|2|3|2|630|563|0.8937|630|563|67|0.8937|0.1167|0.0134|0.0037|0.0416|0.0841|0.1257|630|0.2461| C|
124|professional_law|0|0|0|||1440|1178|0.8181|1440|1178|262|0.8181|0.1725|0.0129|0.0|0.1138|0.0661|0.1799|1440|0.3524| B|
125|us_foreign_policy|1|1|2|1|2|341|292|0.8563|341|292|49|0.8563|0.1121|0.0136|0.0035|0.0539|0.0697|0.1236|341|0.2392| C|
126|high_school_macroeconomics|2|2|0|2|0|476|368|0.7731|476|368|108|0.7731|0.1276|0.0127|0.0044|0.0657|0.124|0.1897|476|0.3217| C|
127|prehistory|3|3|3|||398|343|0.8618|398|343|55|0.8618|0.1136|0.0125|0.0|0.0505|0.0427|0.0932|398|0.2068| B|
128|high_school_european_history|0|0|2|0|2|1991|1492|0.7494|1991|1492|499|0.7494|0.2546|0.0328|0.0042|0.1236|0.1193|0.2429|1991|0.5017| C|
129|marketing|0|0|2|0|2|387|1|0.0026|387|1|386|0.0026|0.2135|0.0136|0.0036|0.0795|0.0742|0.1537|387|0.3708| D|
130|moral_disputes|1|1|0|1|0|411|318|0.7737|411|318|93|0.7737|0.1235|0.0114|0.0036|0.0515|0.1293|0.1808|411|0.3079| A|
131|moral_scenarios|2|2|2|||627|561|0.8947|627|561|66|0.8947|0.1164|0.0101|0.0|0.0761|0.0424|0.1185|627|0.2349| C|
132|anatomy|3|3|0|3|0|341|298|0.8739|341|298|43|0.8739|0.1106|0.012|0.0046|0.0521|0.1064|0.1585|341|0.2737| C|
133|high_school_psychology|0|0|0|||318|290|0.9119|318|290|28|0.9119|0.1068|0.0111|0.0|0.0894|0.0689|0.1583|318|0.2651| B|
134|professional_psychology|1|1|1|||398|352|0.8844|398|352|46|0.8844|0.1113|0.0106|0.0|0.0407|0.0283|0.069|398|0.1803| D|
135|moral_scenarios|2|2|2|||623|561|0.9005|623|561|62|0.9005|0.1154|0.0124|0.0|0.101|0.0947|0.1957|623|0.3111| C|
136|business_ethics|1|1|1|||424|0|0.0|424|0|424|0.0|0.2269|0.0142|0.0|0.0602|0.0353|0.0955|424|0.3224| C|
137|miscellaneous|3|3|2|3|2|342|261|0.7632|342|261|81|0.7632|0.1204|0.0162|0.0033|0.0525|0.0958|0.1483|342|0.272| C|
138|clinical_knowledge|0|0|1|0|1|301|235|0.7807|301|235|66|0.7807|0.1164|0.0111|0.0046|0.1298|0.0677|0.1975|301|0.3185| C|
139|high_school_physics|1|1|0|1|0|669|528|0.7892|669|528|141|0.7892|0.1366|0.015|0.0046|0.0694|0.1213|0.1907|669|0.3319| A|
140|moral_scenarios|2|2|2|||630|561|0.8905|630|561|69|0.8905|0.1172|0.0114|0.0|0.0645|0.0661|0.1306|630|0.2478| C|
141|moral_scenarios|3|3|2|3|2|626|560|0.8946|626|560|66|0.8946|0.1164|0.0115|0.0035|0.081|0.077|0.158|626|0.2779| C|
142|high_school_world_history|0|0|2|0|2|1664|1440|0.8654|1664|1440|224|0.8654|0.1608|0.0991|0.0043|0.0996|0.0834|0.183|1664|0.3481| D|
143|professional_law|1|1|0|1|0|1379|1181|0.8564|1379|1181|198|0.8564|0.153|0.0163|0.0041|0.0545|0.0976|0.1521|1379|0.3092| B|
144|high_school_macroeconomics|2|2|0|2|0|414|368|0.8889|414|368|46|0.8889|0.1113|0.0116|0.004|0.0925|0.0754|0.1679|414|0.2832| D|
145|high_school_chemistry|3|3|3|||460|380|0.8261|460|380|80|0.8261|0.1201|0.0105|0.0|0.0275|0.0256|0.0531|460|0.1732| A|
146|clinical_knowledge|0|0|1|0|1|308|241|0.7825|308|241|67|0.7825|0.1167|0.0097|0.0034|0.0725|0.0265|0.099|308|0.2191| B|
147|high_school_world_history|1|1|2|1|2|1758|1440|0.8191|1758|1440|318|0.8191|0.1905|0.018|0.0036|0.0435|0.0918|0.1353|1758|0.3294| C|
148|world_religions|2|2|0|2|0|277|206|0.7437|277|206|71|0.7437|0.1177|0.0111|0.0044|0.0679|0.1049|0.1728|277|0.2949| A|
149|high_school_us_history|3|3|2|3|2|1779|1468|0.8252|1779|1468|311|0.8252|0.1882|0.0181|0.004|0.0634|0.0867|0.1501|1779|0.3423| C|
150|medical_genetics|2|2|0|2|0|347|2|0.0058|347|2|345|0.0058|0.1995|0.0124|0.004|0.0694|0.0994|0.1688|347|0.3723| C|
151|philosophy|0|0|0|||310|246|0.7935|310|246|64|0.7935|0.1159|0.0111|0.0|0.0956|0.0899|0.1855|310|0.3014| C|
152|professional_law|1|1|0|1|0|1400|1178|0.8414|1400|1178|222|0.8414|0.1602|0.0144|0.004|0.0352|0.1122|0.1474|1400|0.3116| A|
153|high_school_biology|2|2|0|2|0|390|329|0.8436|390|329|61|0.8436|0.1152|0.0126|0.0041|0.1194|0.0996|0.219|390|0.3383| C|
154|moral_scenarios|3|3|2|3|2|613|561|0.9152|613|561|52|0.9152|0.1129|0.0263|0.0041|0.0549|0.0969|0.1518|613|0.2688| C|
155|anatomy|0|0|0|||351|298|0.849|351|298|53|0.849|0.1131|0.0111|0.0|0.1068|0.0807|0.1875|351|0.3006| D|
156|human_sexuality|1|1|1|||433|337|0.7783|433|337|96|0.7783|0.1243|0.0128|0.0|0.0568|0.0321|0.0889|433|0.2132| C|
157|professional_law|2|2|0|2|0|1348|1178|0.8739|1348|1178|170|0.8739|0.1448|0.0144|0.0045|0.0777|0.0993|0.177|1348|0.3263| D|
158|prehistory|3|3|3|||401|344|0.8579|401|344|57|0.8579|0.1141|0.0115|0.0|0.0395|0.0432|0.0827|401|0.1968| B|
159|professional_psychology|0|0|1|0|1|397|352|0.8866|397|352|45|0.8866|0.1111|0.0123|0.0041|0.107|0.0592|0.1662|397|0.2814| B|
160|clinical_knowledge|1|1|1|||281|239|0.8505|281|239|42|0.8505|0.1103|0.0107|0.0|0.0603|0.0593|0.1196|281|0.2299| D|
161|professional_psychology|2|2|2|||416|352|0.8462|416|352|64|0.8462|0.1159|0.013|0.0|0.1149|0.09|0.2049|416|0.3208| D|
162|college_medicine|3|3|0|3|0|561|1|0.0018|561|1|560|0.0018|0.2783|0.013|0.0042|0.0592|0.089|0.1482|561|0.4307| D|
163|miscellaneous|3|3|2|3|2|305|263|0.8623|305|263|42|0.8623|0.1103|0.0114|0.0039|0.0415|0.1121|0.1536|305|0.2678| A|
164|professional_law|0|0|0|||1399|1178|0.842|1399|1178|221|0.842|0.1599|0.1183|0.0|0.1157|0.1404|0.2561|1399|0.416| C|
165|marketing|1|1|2|1|2|402|340|0.8458|402|340|62|0.8458|0.1154|0.0125|0.0045|0.0675|0.0935|0.161|402|0.2809| C|
166|professional_law|2|2|0|2|0|1365|1179|0.8637|1365|1179|186|0.8637|0.1495|0.0179|0.0043|0.0827|0.0939|0.1766|1365|0.3304| A|
167|professional_law|3|3|0|3|0|1504|1178|0.7832|1504|1178|326|0.7832|0.1931|0.014|0.0037|0.0352|0.0925|0.1277|1504|0.3245| C|
168|professional_law|0|0|0|||1476|1179|0.7988|1476|1179|297|0.7988|0.1836|0.0131|0.0|0.0999|0.0936|0.1935|1476|0.3771| B|
169|professional_law|1|1|0|1|0|1533|1178|0.7684|1533|1178|355|0.7684|0.2028|0.0133|0.0038|0.0554|0.1201|0.1755|1533|0.3821| B|
170|professional_accounting|2|2|3|2|3|601|465|0.7737|601|465|136|0.7737|0.1352|0.0138|0.0041|0.0834|0.0459|0.1293|601|0.2686| C|
171|world_religions|3|3|3|||245|206|0.8408|245|206|39|0.8408|0.1096|0.0101|0.0|0.0437|0.0286|0.0723|245|0.1819| A|
172|moral_disputes|0|0|0|||363|318|0.876|363|318|45|0.876|0.1111|0.0123|0.0|0.1378|0.1107|0.2485|363|0.3596| B|
173|high_school_mathematics|1|1|1|||574|495|0.8624|574|495|79|0.8624|0.1198|0.0131|0.0|0.0698|0.0596|0.1294|574|0.2492| B|
174|moral_scenarios|2|2|2|||637|560|0.8791|637|560|77|0.8791|0.1193|0.0124|0.0|0.1214|0.1036|0.225|637|0.3443| A|
175|elementary_mathematics|3|3|1|3|1|414|320|0.7729|414|320|94|0.7729|0.1238|0.0124|0.0039|0.0602|0.0805|0.1407|414|0.2684| B|
176|miscellaneous|0|0|2|0|2|301|261|0.8671|301|261|40|0.8671|0.1098|0.0123|0.004|0.1314|0.0595|0.1909|301|0.3047| C|
